wind speed,wind speed
inlet temperature,inlet temperature
motor ib,motor ib
condition continues,condition continues
outlet flow,outlet flow
seal oil,seal oil
bearing drain,bearing drain
fuel delivery,fuel delivery
delivery pressure,delivery pressure
rotor fan,rotor fan
unit restart,unit restart
inlet bleed,inlet bleed
lo temp,lo temperature
spray flow,spray flow
steam temperature,steam temperature
wind turbine,wind turbine
diff press,difference pressure
model model,model model
reading erratic,read erratic
seal gas,seal gas
hp fw,hp fw
oil cooler,oil cooler
strut pressure,strut pressure
bearing vib,bearing vibration
bearing oil,bearing oil
bleed heat,bleed heat
brg metal,bearing metal
pump ib,pump ib
sensor issue,sensor issue
gas pressure,gas pressure
valve differential,valve differential
condition cleared,condition cleared
performance alias,performance alias
tracking erratically,track erratic
persists issue,persist issue
temp range,temperature range
temperature spread,temperature spread
suction pressure,suction pressure
model perf,model performance
reading erratically,read erratic
drain temperature,drain temperature
pump ob,pump ob
model mechanical,model mechanical
motor ob,motor ob
steam turbine,steam turbine
valve demand,valve demand
temp stepped,temperature step
pressure steam,pressure steam
gear bearing,gear bearing
ip fw,ip fw
spray valve,spray valve
steam temp,steam temperature
winding temp,wind temperature
fuel pressure,fuel pressure
hrsg hp,hrsg hp
hrsg inlet,hrsg inlet
metal temps,metal temperature
motor bearing,motor bearing
nde brg,nde bearing
gas control,gas control
pressure decreased,pressure decrease
faulted data,faulted data
valve pos,valve position
cooling air,cooling air
discharge flow,discharge flow
drain valve,drain valve
exhaust gas,exhaust gas
fw pump,fw pump
gas temperature,gas temperature
rear strut,rear strut
turbine exhaust,turbine exhaust
inlet gas,inlet gas
motor winding,motor wind
air temp,air temperature
fan dp,fan dp
heat valve,heat valve
inlet filter,inlet filter
reading lower,read lower
temperature sensor,temperature sensor
gen brg,generator bearing
bearing axial,bearing axial
diff cv,difference cv
exhaust temps,exhaust temperature
hrsg outlet,hrsg outlet
gearbox oil,gearbox oil
rear gen,rear generator
discharge temp,discharge temperature
flat lined,flat lined
lower load,lower load
de nde,de nde
delta press,delta pressure
winding temps,wind temperature
ambient temp,ambient temperature
gas outlet,gas outlet
gradually decreasing,gradual decrease
recirc valve,recirc valve
de brg,de bearing
ip blowdown,ip blowdown
model gas,model gas
temperature decreased,temperature decrease
air flow,air flow
coolant pressure,coolant pressure
cooler outlet,cooler outlet
temperature nde,temperature nde
turb brg,turbine bearing
hs rot,hs rot
ims gen,ims generator
turbine speed,turbine speed
hot air,hot air
water flow,water flow
brg oil,bearing oil
inlet air,inlet air
outboard bearing,outboard bearing
pressure core,pressure core
steadily increasing,steadily increase
buffer gas,buffer gas
fan ib,fan ib
flame detector,flame detector
gas press,gas pressure
radial bearing,radial bearing
reading flatlined,read flatline
trained data,train data
hrsg ip,hrsg ip
prefilter fuel,prefilter fuel
pump discharge,pump discharge
recycle valve,recycle valve
temp bearing,temperature bearing
trending low,trend low
vibration tags,vibration tag
drain temps,drain temperature
exhaust pressure,exhaust pressure
flow decreased,flow decrease
fw pmp,fw pump
gas inlet,gas inlet
gt vibration,gt vibration
historical values,historical values
motor nde,motor nde
steam pressure,steam pressure
steam sodium,steam sodium
temp spread,temperature spread
attemperator spray,attemperator spray
bearing position,bearing position
brg temps,bearing temperature
gearbox bearing,gearbox bearing
hrsg drum,hrsg drum
burner spread,burner spread
cooling tower,cooling tower
hp attemperator,hp attemperator
hrsg stack,hrsg stack
industrial prc,industrial prc
outlet temps,outlet temperature
rel vib,rel vibration
spec conductivity,spec conductivity
stator temperature,stator temperature
wheelspace temp,wheelspace temperature
burner outlet,burner outlet
cat cond,cat cond
hp attemp,hp attemperator
ims rot,ims rot
inboard bearing,inboard bearing
positive residuals,position residual
pressure dropped,pressure dropped
steam alias,steam alias
steam tag,steam tag
temperature differential,temperature differential
turbine temperature,turbine temperature
drum conductivity,drum conductivity
hot gas,hot gas
coal flow,coal flow
compressor outlet,compressor outlet
exh temp,exhaust temperature
flow valve,flow valve
flue gas,flue gas
spec cond,spec cond
strainer dp,strainer dp
air delta,air delta
burner fuel,burner fuel
ch vib,ch vibration
condensate pump,condensate pump
delta temp,delta temperature
hp sh,hp sh
max spread,maximum spread
outlet pressure,outlet pressure
steam drum,steam drum
stepped low,step low
suction temp,suction temperature
antisurge valve,antisurge valve
data trained,data train
fo temp,fo temperature
fuel flow,fuel flow
oil tank,oil tank
slowly increasing,slowly increase
temperature wheelspace,temperature wheelspace
axial probe,axial probe
chip detector,chip detector
exhaust spreads,exhaust spread
exhaust thermocouple,exhaust thermocouple
performance model,performance model
pump de,pump de
steam silica,steam silica
tracking model,track model
wheelspace ao,wheelspace ao
condenser backpressure,condensate backpressure
displaying erratic,displaying erratic
generator temp,generator temperature
injection flow,injection flow
mass flow,mass flow
model mech,model mechanical
model tag,model tag
outlet gas,outlet gas
pump thrust,pump thrust
stator temps,stator temperature
temp ti,temperature ti
ti pv,ti pv
winding temperature,wind temperature
blowdown silica,blowdown silica
combustion performance,combustion performance
ctrl vlv,control valve
drum spec,drum spec
gas filter,gas filter
heating control,heat control
model electrical,model electrical
model fuel,model fuel
position sensor,position sensor
suction flow,suction flow
suction strainer,suction strainer
temp dropped,temperature dropped
air inlet,air inlet
attemperator outlet,attemperator outlet
compressor discharge,compressor discharge
compressor performance,compressor performance
ctg brg,ctg bearing
cv pos,cv position
fd fan,fd fan
historical data,historical data
inlet heating,inlet heat
inlet press,inlet pressure
ip attemperator,ip attemperator
lo cooler,lo cooler
nde vibrations,nde vibration
pressure stepped,pressure step
sp cond,sp cond
temp increases,temperature increase
water injection,water injection
adaptation fuel,adaptation fuel
ambient temps,ambient temperature
cleared closing,cleared close
damper position,damper position
gg exhaust,gg exhaust
hrsg lp,hrsg lp
oil press,oil pressure
piston leak,piston leak
remained elevated,remained elevated
remained steady,remained steady
trending lower,trend lower
vib brg,vibration bearing
air temperature,air temperature
bfp suction,bfp suction
cold gas,cold gas
cooling water,cooling water
de vibrations,de vibration
exciter brg,exciter bearing
gear oil,gear oil
gt bearing,gt bearing
model compressor,model compressor
model wheelspace,model wheelspace
perf alias,performance alias
poor tracking,poor track
reading low,read low
rotor vibration,rotor vibration
temperature ti,temperature ti
vibration reading,vibration read
air damper,air damper
bearing vibes,bearing vibe
cation conductivity,cation conductivity
core fuel,core fuel
cylinder exhaust,cylinder exhaust
filter diff,filter difference
fw lvl,fw level
inlet flow,inlet flow
pdi pv,pdi pv
temperature sensors,temperature sensor
temperature tag,temperature tag
turbine wheelspace,turbine wheelspace
water ph,water ph
delta pressure,delta pressure
hrsg bfp,hrsg bfp
lvl ctrl,level control
mill motor,mill motor
outlet press,outlet pressure
temp tracks,temperature track
temp xmtr,temperature xmtr
water temperature,water temperature
wheelspace rd,wheelspace rd
wheelspace st,wheelspace st
air outlet,air outlet
air pressure,air pressure
blowdown ph,blowdown ph
cond pump,cond pump
drum water,drum water
fan differential,fan differential
fan ob,fan ob
fluid coupling,fluid coupling
fwp lube,fw pump lube
perf model,performance model
pump nde,pump nde
read erratically,read erratic
reporting nans,reporting nan
speed shaft,speed shaft
ambient air,ambient air
brg vibration,bearing vibration
estimate rear,estimate rear
exh gas,exhaust gas
exhibiting erratic,exhibited erratic
low speed,low speed
phase current,phase current
recirc flow,recirc flow
servo current,servo current
tracked erratically,track erratic
trending upward,trend upward
turb exh,turbine exhaust
turbine outlet,turbine outlet
turbine thrust,turbine thrust
alias fuel,alias fuel
alias hp,alias hp
cold air,cold air
drum press,drum pressure
drum sp,drum sp
exhaust steam,exhaust steam
flame scanner,flame scanner
fw valve,fw valve
gas spread,gas spread
gg bearing,gg bearing
model combustor,model combustor
perf tag,performance tag
stack temp,stack temperature
stator phase,stator phase
temp avg,temperature average
temps decreased,temperature decrease
vlv pos,valve position
curtailment cleared,curtailed cleared
cv range,cv range
drum pressure,drum pressure
duct pressure,duct pressure
filter differential,filter differential
flame intensity,flame intensity
hp ip,hp ip
lower ambient,lower ambient
pmp axial,pump axial
priority notification,priority notification
pump bearing,pump bearing
rh attemp,rh attemperator
sh dsh,sh dsh
stg suction,stage suction
temp diff,temperature difference
temperature de,temperature de
tracking low,track low
turbine brg,turbine bearing
water jacket,water jacket
wheelspace fo,wheelspace fo
wheelspace temps,wheelspace temperature
ah gas,ah gas
condensate ph,condensate ph
delta temperature,delta temperature
erratic values,erratic values
fi temp,fi temperature
gas delta,gas delta
gas fuel,gas fuel
generator rotor,generator rotor
hpt control,hpt control
lp recirc,lp recirc
mechanical alias,mechanical alias
mt cv,motor cv
oil outlet,oil outlet
persists condition,persist condition
seal inlet,seal inlet
stator winding,stator wind
temp continues,temperature continues
tracking lower,track lower
vib sensor,vibration sensor
air filter,air filter
attemp spray,attemperator spray
brg axial,bearing axial
circ water,circ water
cooler oil,cooler oil
dsh outlet,dsh outlet
generator speed,generator speed
hydraulic oil,hydraulic oil
inner seal,inner seal
outer temp,outer temperature
pretty accurately,pretty accurately
smart signal,smart signal
steam cat,steam cat
temperature dropped,temperature dropped
temperature tags,temperature tag
track erratically,track erratic
tracking pretty,track pretty
alias compressor,alias compressor
coal air,coal air
combustor performance,combustor performance
cw waterbox,cw waterbox
diff pressure,difference pressure
erratic readings,erratic read
filter pressure,filter pressure
generator de,generator de
generator stator,generator stator
inactive metal,inactive metal
ph reading,ph read
reading stepped,read step
steam outlet,steam outlet
temp cv,temperature cv
temp tag,temperature tag
turb thrust,turbine thrust
bearing tunnel,bearing tunnel
bleed valve,bleed valve
boiler water,boiler water
compressor speed,compressor speed
continues condition,continues condition
cooler water,cooler water
cv position,cv position
desuperheater outlet,desuperheater outlet
drum boiler,drum boiler
gas dp,gas dp
gb driver,gb driver
ip hrsg,ip hrsg
jacket inlet,jacket inlet
load decreased,load decrease
position decreased,position decrease
residual thresholds,residual threshold
seal filter,seal filter
sh steam,sh steam
st bearing,st bearing
temp mt,temperature motor
temperature increases,temperature increase
vibration readings,vibration read
vlv dmd,valve dmd
adaptation combustion,adaptation combustion
adaptation mech,adaptation mechanical
axial displacement,axial displacement
booster pump,booster pump
combustion perf,combustion performance
compressor bearing,compressor bearing
de journal,de journal
disch press,discharge pressure
feedwater valve,feedwater valve
fw cv,fw cv
hp blowdown,hp blowdown
hrsg gas,hrsg gas
intercooler coolant,intercooler coolant
lo pressure,lo pressure
lo temperature,lo temperature
lp condenser,lp condensate
mech model,mechanical model
model hp,model hp
motor de,motor de
power turbine,power turbine
pump axial,pump axial
reading nans,read nan
seal dp,seal dp
seal pressure,seal pressure
sensor repaired,sensor repair
siemens tower,siemens tower
temp increase,temperature increase
temperature spiked,temperature spike
thrust positions,thrust position
turb lo,turbine lo
unit restarted,unit restart
valve diff,valve difference
wheelspace temperature,wheelspace temperature
adaptation wheelspace,adaptation wheelspace
axial positions,axial position
brg fr,bearing fr
compressor efficiency,compressor efficiency
cp nde,cp nde
current reading,current read
desup spray,desuperheater spray
drum wtr,drum water
duct firing,duct firing
fan vibrations,fan vibration
flatlined data,flatline data
fw htr,fw htr
gas turbine,gas turbine
gg velocity,gg velocity
gt load,gt load
inlet duct,inlet duct
inlet steam,inlet steam
low alarm,low alarm
motor outboard,motor outboard
motor temp,motor temperature
ph decreased,ph decrease
pi pv,pi pv
press range,pressure range
pressure spiked,pressure spike
pressure tag,pressure tag
shaft radial,shaft radial
shaft vibration,shaft vibration
temperature continues,temperature continues
temperature increase,temperature increase
tracking accurately,track accurately
turbine generator,turbine generator
turbo expander,turbo expander
valve servo,valve servo
vibrations spiked,vibration spike
acoustic sensor,acoustic sensor
ah air,ah air
axial pos,axial position
current phase,current phase
dp decreased,dp decrease
driver thrust,driver thrust
engine oil,engine oil
erratic reading,erratic read
feedwater flow,feedwater flow
generator nde,generator nde
hp desup,hp desuperheater
hp feedwater,hp feedwater
hp vib,hp vibration
hydrogen gas,hydrogen gas
intermittently reading,intermittent read
motor vibrations,motor vibration
mtl temps,metal temperature
reading values,read values
sat sh,sat sh
spray water,spray water
spread cv,spread cv
st load,st load
stack inlet,stack inlet
temperature reading,temperature read
valve positions,valve position
vibration stepped,vibration step
vibrations trending,vibration trend
wind turbines,wind turbine
air heater,air heater
alias hrsg,alias hrsg
alternator bearing,alternator bearing
bearing inactive,bearing inactive
bfp discharge,bfp discharge
combustion monitor,combustion monitor
cooler discharge,cooler discharge
desup outlet,desuperheater outlet
driver load,driver load
fan motor,fan motor
gas differential,gas differential
gas valve,gas valve
gen lo,generator lo
gt nox,gt nox
hp discharge,hp discharge
hp superheater,hp superheater
igv position,igv position
inho inho,inho inho
inlet temps,inlet temperature
mech alias,mechanical alias
model combustion,model combustion
ph sample,ph sample
pressure transmitter,pressure transmitter
pump motor,pump motor
pump seal,pump seal
pump speed,pump speed
rd stg,rd stage
rh dsh,rh dsh
rotor speed,rotor speed
shaft vibrations,shaft vibration
superheater outlet,superheater outlet
temp gen,temperature generator
temp increasing,temperature increase
temp wheelspace,temperature wheelspace
thrust axial,thrust axial
trained faulted,train faulted
trend upward,trend upward
tunnel temperature,tunnel temperature
vibration brg,vibration bearing
vibration spiked,vibration spike
vibration spikes,vibration spike
wheelspace performance,wheelspace performance
alarm monitoring,alarm monitor
alias exhaust,alias exhaust
bank cylinder,bank cylinder
bearing vibe,bearing vibe
brg vibrations,bearing vibration
chiller cooling,chiller cooling
condensate sodium,condensate sodium
cooler fan,cooler fan
coupling casing,coupling casing
cp de,cp de
drum silica,drum silica
drum steam,drum steam
flow dropped,flow dropped
flow stepped,flow step
gen temp,generator temperature
gt exhaust,gt exhaust
hp sat,hp sat
hpt cv,hpt cv
intercooler outlet,intercooler outlet
lo filter,lo filter
load increase,load increase
lp fw,lp fw
mechanical model,mechanical model
motor inboard,motor inboard
outboard vib,outboard vibration
pump outboard,pump outboard
seal vent,seal vent
sensor turb,sensor turbine
steam spec,steam spec
suction scrubber,suction scrubber
temp cold,temperature cold
temp differential,temperature differential
temp sensor,temperature sensor
temperature issues,temperature issue
temperature stepped,temperature step
temperature tracks,temperature track
th startup,th startup
tia pv,tia pv
valve command,valve command
vent flow,vent flow
vib seis,vibration seismic
adapted data,adaptation data
average exhaust,average exhaust
axial shaft,axial shaft
bfp recirc,bfp recirc
brg drain,bearing drain
charge air,charge air
cleared geip,cleared geip
condenser pressure,condensate pressure
consistently reading,consistently read
consistently trending,consistently trend
cooler temp,cooler temperature
ctrl valve,control valve
current conditions,current condition
discharge pressures,discharge pressure
drum differential,drum differential
engine speed,engine speed
exhaust duct,exhaust duct
fr tt,fr tt
fuel temperature,fuel temperature
generator drive,generator drive
heater drain,heater drain
inbrd brg,inbrd bearing
load dropped,load dropped
low values,low values
lp superheater,lp superheater
mtr outboard,motor outboard
pmp mtr,pump motor
position shifted,position shifted
posted itl,post itl
pressure reading,pressure read
pump disch,pump discharge
read erratic,read erratic
reporting data,reporting data
sat steam,sat steam
seal flow,seal flow
stm temp,stm temperature
suction discharge,suction discharge
suction drum,suction drum
tag flatlined,tag flatline
temps track,temperature track
turb ob,turbine ob
unit lower,unit lower
vibration issues,vibration issue
vibration sensors,vibration sensor
vibration transducer,vibration transducer
vibrations stepped,vibration step
water inlet,water inlet
wheel motor,wheel motor
alias wheel,alias wheel
ao temperature,ao temperature
bearing vibs,bearing vibration
casing vibrations,casing vibration
circ wtr,circ water
conditions persist,condition persist
control oil,control oil
core monitor,core monitor
current readings,current read
current spread,current spread
cv diff,cv difference
data feed,data feed
decreased bearing,decrease bearing
discharge temps,discharge temperature
dissolved oxygen,dissolved oxygen
economizer outlet,economizer outlet
engine charge,engine charge
exhaust bearing,exhaust bearing
exhibited erratic,exhibited erratic
flow tag,flow tag
gas concentration,gas concentration
hp spray,hp spray
inactive temp,inactive temperature
inlet pressures,inlet pressure
ip feedwater,ip feedwater
ip rh,ip rh
ip stm,ip stm
load run,load run
lp htr,lp htr
lp turb,lp turbine
mill current,mill current
model bearing,model bearing
model ip,model ip
model lp,model lp
motor vibration,motor vibration
nde buffer,nde buffer
nde inner,nde inner
nde journal,nde journal
notification bp,notification bp
oil inlet,oil inlet
op cond,op cond
outlet steam,outlet steam
pi data,pi data
pos range,position range
predicted issue,predicted issue
press decreased,pressure decrease
pressure continues,pressure continues
radial vibrations,radial vibration
rotor vib,rotor vibration
rr notification,rr notification
seal drain,seal drain
shaft de,shaft de
shaft nde,shaft nde
start model,start model
temp cyl,temperature cylinder
temp decreases,temperature decrease
temp tia,temperature tia
temp tracking,temperature track
turbine inlet,turbine inlet
vib shaft,vibration shaft
vibrations decreased,vibration decrease
vibrations tracking,vibration track
air collector,air collector
ao temps,ao temperature
asset performance,asset performance
attemp outlet,attemperator outlet
bfp disch,bfp discharge
cep motor,cep motor
chip detectors,chip detector
compressor flow,compressor flow
compressor mechanical,compressor mechanical
condensate dissolved,condensate dissolved
de temp,de temperature
drum temp,drum temperature
exciter bearing,exciter bearing
exhaust press,exhaust pressure
flow reading,flow read
fw inlet,fw inlet
fw lcv,fw lcv
gas discharge,gas discharge
generator journal,generator journal
hp desuperheater,hp desuperheater
hrsg rh,hrsg rh
interstage temperature,interstage temperature
